Irradiance,Ambient_Temperature,Sun_Azimuth,Sun_Elevation,System_Power,System_Age,System_Status,Fault_Type
94,5.6,-43.2,13.7,489.64310716907,3.70320639200537,0,0
78,8.6,-17.4,33.2,378.263403058742,0.868100874229714,0,0
250,5,1.4,23.6,2282.57235032648,3.59447880173736,0,0
285,20.1,73.4,34.9,1454.20358038064,2.41519377294103,0,0
300,9.5,-100.5,10.7,1511.85644929722,4.01762136051369,0,0
508,18.9,113.4,9.7,2887.37515913226,1.32460857893416,0,0
824,23.8,98.1,16.5,5000,0.371072706514941,0,0
160,16,86.2,22.2,794.677948900985,1.08006392359164,0,0
620,18.2,53.5,34,4367.00028177343,6.82068980915889,0,0
711,10.3,90.1,6,4910.53321954856,1.78999365755025,0,0
62,1.9,-14.3,15,307.985024188498,2.0778163358804,0,0
489,23.2,-3.4,60.1,2707.23992703736,3.24521912359792,0,0
235,20.5,73.4,31.3,1202.61122748755,1.21413955444667,0,0
64,5,-41.2,6.4,314.715026804777,1.80788463836514,0,0
353,10.4,0.2,34.6,3023.634629936,12.0052079047593,0,0
387,19.9,53.5,34,2617.20975359087,3.56374757128076,0,0
248,19.2,68.2,26.2,1663.08363065339,3.94182899852569,0,0
61,16.4,37,40.7,276.760412475406,1.25500822457239,0,0
328,4.5,-66,8.4,2447.06131161722,3.31261418721375,0,0
793,14.2,-118.2,7.4,4650.25474253169,1.62669722172321,0,0
172,0.7,10.6,14.4,1716.9288761159,4.46610524668816,0,0
571,17.5,-51.4,51.3,3297.84131179275,0.668249699491812,0,0
543,22.2,-2.6,53.1,3244.61281341993,1.41429745941589,0,0
84,11.3,41.2,6.3,459.727341924094,0.381629953696274,0,0
57,12.1,-85.2,14.2,228.013812098149,10.2885827601504,0,0
146,12.2,14.3,15.1,1148.5441241938,2.9760409954783,0,0
601,11.5,-39.1,23.2,4829.35274008329,1.66435940494865,0,0
606,18.3,68.5,6.5,4935.2303699011,0.0403274610464799,0,0
431,22.3,64.3,45.6,2374.09829144767,3.82762598438035,0,0
745,21.7,21.3,59.8,4684.3569137765,0.0820431661935395,0,0
750,19,-51.1,46.7,5000,2.45907164617243,0,0
604,25.8,-96.1,25,3437.02095607963,2.47408416443221,0,0
755,18.6,86.3,25.8,4996.09331235333,5.82994577961549,0,0
184,8.2,-53.1,16.4,932.434594923454,6.33718848727324,0,0
779,20.8,50.5,31.8,5000,0.477284563806528,0,0
304,21.5,20.4,51.6,1595.07546227989,0.624082691928245,0,0
344,15.1,-4.6,42.6,1934.41219388575,1.85888268290611,0,0
39,0.8,-48.4,8.1,170.157572770638,0.154187226482389,0,0
389,19,-67.2,38.8,2457.08260658975,0.970995368242537,0,0
727,9.7,-42.3,35.2,4935.9086714766,0.184945351328374,0,0
584,15.6,-42.3,35,3948.64049070447,2.72170935081281,0,0
264,3.1,17.2,22.1,2990.71355467228,2.37575296319383,0,0
548,12.4,10.4,30.2,4550.88860394989,0.522307096198614,0,0
242,8,-17.2,13.3,2430.26182760595,1.4320745275501,0,0
456,16.4,59.1,39.7,2712.02062996578,0.325589657177911,0,0
779,15.3,-112.3,1.9,4218.08431532266,15.3128671449958,0,0
696,16.2,37.1,40.6,5000,7.4639210211216,0,0
624,15.3,42.3,21.8,4376.38197330027,13.7903670962247,0,0
432,4.8,-48.4,8.1,3891.60832974863,1.87011806144139,0,0
396,30,73.4,34.9,2213.10898264523,5.0413567805984,0,0
487,14.6,-116.4,7.4,2797.6730944757,1.89638121545946,0,0
78,6.5,-43.1,13.6,369.885772971315,4.63110966816857,0,0
542,16.7,53.6,34.3,4263.42512867136,2.87013867811743,0,0
727,13.2,34.1,38,4821.11025828804,2.32566864304133,0,0
53,6.5,0,16.2,254.174755167387,1.94264582335078,0,0
451,15.2,-82.1,34.3,2580.22089105584,3.25331265533053,0,0
657,17.4,90.5,29.3,3806.67746692474,1.25821354693127,0,0
29,8.7,14.3,15,116.18130765292,2.70104172257186,0,0
474,23.3,-33.1,57.9,2758.26889865687,4.21195424373799,0,0
225,5.7,51.1,6.5,1364.79408692147,1.3069209770112,0,0
144,-1.4,-28.2,11.6,1268.12614208137,4.68281742397051,0,0
510,3.5,-83.6,10.8,3447.94417792222,5.51986531449798,0,0
218,8.5,38.1,13,1123.4705904577,17.5416335829663,0,0
602,14.6,81.1,17.1,5000,2.38669185810492,0,0
744,20.8,-70.5,43.2,4515.04986714295,0.700683618635178,0,0
218,8.1,24.1,17.7,1262.62807611311,7.13328173215845,0,0
715,18.7,-84.2,34.2,4420.92134863209,0.738459378794474,0,0
483,17.2,102.1,20.1,2675.05590306268,4.13897038701522,0,0
657,24.7,86.2,25.7,4452.61688396512,2.34340952931332,0,0
103,14.1,0.1,34.9,519.120366002086,0.338092305765295,0,0
359,19.9,78.5,36.8,1877.74202463731,1.15763158291962,0,0
736,23.3,73.4,34.8,4811.42313939623,0.398473466119776,0,0
668,14.5,34.1,38,4307.60011860883,7.5238971612876,0,0
540,10.3,90.1,6,3245.90605471463,16.2309640766128,0,0
81,13.7,42.2,21.7,379.584857480488,2.51041083913298,0,0
279,9.2,51.1,6.5,2114.30113388386,2.44698626857632,0,0
174,5.3,-6.4,30.5,896.304489508094,7.43337833113561,0,0
645,21.7,-7,55.9,4278.77886947474,1.66499265051857,0,0
555,8.5,-42.3,35.1,3218.38445817992,13.9964473806504,0,0
674,16.4,121.2,0,3978.09901735682,1.39865836519984,0,0
41,5.3,-17.5,33.3,175.196794517123,1.00870820673885,0,0
645,19.4,81.1,17.2,4956.64872960353,2.14846551181254,0,0
466,16.4,-67.2,38.8,2841.73058434648,0.774547167371841,0,0
376,11.7,-48.3,7.9,3526.05374508274,1.52365749166208,0,0
751,18.5,-3.5,60.1,4549.33199867281,2.20338440416214,0,0
333,10.6,63.5,15.2,2398.78472228263,1.69643572330784,0,0
800,16.2,-112.3,1.9,4965.38325162872,1.02483170002971,0,0
409,20.6,113.4,9.7,2112.07335272588,0.381532615341864,0,0
24,8,-14.1,22.6,92.0991809791068,0.304308336336959,0,0
384,6,-53.2,16.6,2525.5381469314,7.92688002594279,0,0
45,15.1,-29.1,19.2,198.063138471802,1.09897813906291,0,0
707,19.2,18.1,55,4143.2443284868,6.6736985200097,0,0
173,14.6,-17.5,33.5,906.890657032958,2.92619898592528,0,0
553,19.2,18.1,55,3408.43692331243,2.21240614394431,0,0
29,6.7,-43.1,13.6,111.575750913184,3.04473256894172,0,0
276,18.5,37.1,40.9,1743.60660097636,6.90771724656133,0,0
48,7.4,56.1,14.8,214.787422844155,0.872422290648836,0,0
796,16.9,-112.3,1.9,4972.55129208562,0.0402769852468912,0,0
578,16.4,0.1,34.9,4679.6645715125,10.8176135262176,0,0
356,12.8,53.6,34.2,2376.92015747141,3.3914353835954,0,0
447,18.6,53.6,34.3,3134.94877190444,0.337899644894406,0,0
202,15.7,41.2,6.4,2486.02624543523,0.413020303463361,0,0
401,10.9,81.1,17.3,2936.22951637655,2.268620061039,0,0
526,19.9,-7,55.8,2998.38449281992,6.00852720525729,0,0
807,20.9,-118.2,7.4,4254.60456063198,11.7926202111927,0,0
159,6.4,14.3,15,1675.84910936882,1.29458299880093,0,0
521,17.7,-6.6,55.7,3328.19636519584,0.631161971505984,0,0
130,9.1,-60.5,0.6,660.912918218768,2.96463623110253,0,0
507,12.3,37.1,40.9,3703.82283131349,1.01226434641554,0,0
752,15.4,41.5,47,4952.94238760393,0.187214459635421,0,0
171,9.8,41.4,46.8,860.823240332382,1.15321370723524,0,0
755,19.6,40.4,50.4,5000,1.16052549737396,0,0
190,12.1,-63,37.9,906.089331403327,7.85955950759017,0,0
309,21,64.3,45.5,1482.25838527957,8.35431774152151,0,0
554,12.8,86.1,22.2,3347.72307311806,3.21918633990277,0,0
702,19.8,-51,46.6,4721.91391028793,3.07136580379172,0,0
586,17.3,113.4,9.6,3338.07342520333,4.67700515690291,0,0
761,15,-76.6,29.1,4666.877548298,1.37832728709363,0,0
210,9.7,14.2,15,2538.58793053656,4.09794260558396,0,0
350,17.5,-24.3,43.9,2247.81621533167,1.72611664176449,0,0
273,14.3,27.1,27.2,1771.19058439311,4.25264154774742,0,0
151,17.3,53.6,34.3,715.722548243452,5.25192925916809,0,0
658,19.5,65,23.8,4387.48495598024,0.881192597691089,0,0
641,16.6,50.4,31.6,4741.88425629355,0.284626791810906,0,0
218,14.8,46,12.4,2381.54534690732,1.78160796314373,0,0
285,18.6,-31,52.9,1395.26372309513,6.1568121476216,0,0
151,15.2,81.1,17.3,758.778958674738,0.048274342489428,0,0
235,-0.5,-43.4,3.9,2913.75675491059,0.925586515301165,0,0
98,2.8,-3.2,15,574.639886692786,0.374352496387107,0,0
417,21.2,-3,53.1,2467.45315151872,2.13770335286459,0,0
715,20.9,113.1,11.3,4452.65091799163,0.0956328270216243,0,0
91,7.8,-17.2,13.4,467.120552294935,2.19246357483499,0,0
303,-2.1,24.1,17.8,2935.87448623894,1.60614610662,0,0
550,21.7,20.4,51.6,3253.20995004126,1.57953929627169,0,0
221,15.8,-100.6,10.8,1111.44642687406,1.32704158598672,0,0
379,3.7,-39.1,23.3,2916.20436965779,6.48051298750712,0,0
45,-2.7,-28.1,11.6,208.100797881478,1.73955362966606,0,0
34,11.6,35.1,29.2,133.832132052226,2.73648540723861,0,0
278,10.2,24.1,17.7,1867.62181641368,9.14033247600612,0,0
496,18.7,-6.4,61,2849.24435451376,1.19702568477808,0,0
575,16.3,109.3,7.5,3584.73753719899,1.48898044636357,0,0
606,18.4,42.2,21.7,4750.08077249709,3.39898268972806,0,0
268,12.1,24.5,11.5,3086.18613774958,0.416812016057155,0,0
176,2,-78.1,0,969.019994336385,0.236495663726573,0,0
581,20.9,53.5,34,3852.23030306582,2.47999546101238,0,0
582,9.9,-85,14,4146.46830357996,2.06265833044774,0,0
250,4.5,46,12.4,2349.24743106534,0.990450354220645,0,0
190,8.7,-17.2,13.3,1784.54268876813,1.45441862424504,0,0
90,1.5,41.2,6.3,481.436607872207,3.17785736049749,0,0
130,-4.2,-30.6,9.6,1116.80154111401,0.667338668173072,0,0
765,9.3,-62.6,37.7,4860.5146988724,2.66277866990771,0,0
431,4.7,-23.3,28.1,3681.58266747929,2.38319705259302,0,0
70,11.9,35.1,28.9,323.5174130692,3.91107390240916,0,0
218,5.7,-6,20.7,1881.59438857784,0.470838563990442,0,0
684,23,-7,55.9,4237.60652878203,3.47077187185187,0,0
321,23.6,17.4,45.1,1787.16618993052,0.79575784397131,0,0
486,15.4,-105.3,16,2758.22826043438,4.86058750423405,0,0
159,6.1,-14.1,22.5,1320.27405878617,2.52579416729166,0,0
393,18.3,124.3,3.2,2013.5930190282,2.66439344576118,0,0
129,0.6,10.6,14.3,1055.19711361069,0.735913707977819,0,0
728,17.2,-104.3,11.6,5000,0.779038932947674,0,0
644,9.8,-76.5,29,4133.48175157504,0.359855903524499,0,0
391,2.9,-48.3,8.1,3562.08195907531,2.87731926616403,0,0
86,9.1,24.5,11.5,450.615749500555,3.65264889098955,0,0
325,19.7,21.3,59.8,1697.76825409586,0.435075915697487,0,0
21,8.6,37.6,6.7,74.9896533631196,0.881857798649709,0,0
737,20.2,86.3,22.3,4492.88788277412,1.03373646384839,0,0
537,17.3,77.6,15.1,3604.71521643988,3.30071616825473,0,0
436,9.5,-72.4,23.1,2874.0191213476,6.27551378143736,0,0
475,0.8,-95.5,1.5,3110.03034260796,1.28790531383782,0,0
105,-1.1,-30.6,9.5,572.550175859672,1.80621004317007,0,0
468,20.1,98.1,16.6,2892.60703726797,3.38132753283186,0,0
730,12,-57.6,28.2,4953.81723236441,0.753382128957038,0,0
199,5.3,-14.2,15,2238.39964448564,3.18739983510376,0,0
18,6.8,28.1,11.6,58.3385426236066,0.906952241289046,0,0
443,14.7,-104.2,11.5,2780.75557422468,0.747059103725754,0,0
44,8.9,-3.2,15,177.659333884521,9.46900411717935,0,0
86,9.1,10.6,14.4,453.268617619476,3.27545274057361,0,0
333,16.3,34,37.9,1744.86056941107,4.36520118449981,0,0
257,15.1,-72.5,23.2,1584.43180450189,5.00522800986403,0,0
772,18.2,-96.1,24.9,4742.8169260571,0.51174856036144,0,0
61,11,-41.2,6.4,299.212030079483,2.09300521568806,0,0
916,15,-82.2,34.4,5000,1.81829815004878,0,0
657,14.8,-96.1,25,3534.40895986001,7.87788826366374,0,0
432,26.7,40.4,50.4,2696.37050826357,0.341709831972047,0,0
501,24.6,23.3,58.5,2821.18828002621,1.82986373846571,0,0
616,5.8,-57.6,28.2,4471.98152221882,7.69137052308674,0,0
363,3.6,-35.2,14.2,3542.0434793141,0.94915771436812,0,0
189,18.8,-84.2,34.2,888.350500041508,4.59789886618106,0,0
434,15.4,73.5,31.4,2574.95058332154,4.24069329868705,0,0
205,15.7,35.1,28.9,1184.22788659241,1.53577702806612,0,0
715,20.9,113.1,11.3,4209.85494705727,5.03690037823922,0,0
771,24.6,23.3,58.4,4385.77105878768,3.68003824524968,0,0
59,11.1,14.3,15,272.611365537524,4.39621503826613,0,0
631,20.7,40.3,50.3,3829.40084464349,4.23428608034653,0,0
470,18.7,-3.4,46.3,3254.77832431297,8.54781582808167,0,0
802,14.6,-93,20.7,5000,3.48615420421948,0,0
713,6.3,-71.3,19.8,5000,7.57830213019033,0,0
792,13.9,113.4,9.6,4473.10239510043,8.04107405289231,0,0
127,10.9,0,16.2,971.400407719414,6.53754985654542,0,0
182,9.4,10.6,14.3,1907.74619525749,1.51109583219814,0,0
86,10,37.6,6.7,449.916865866081,3.71681657049759,0,0
795,21.4,73.4,34.9,4986.26016531152,1.35893918335594,0,0
467,3.9,27.1,27.2,4201.40804384771,1.6670065368856,0,0
350,10.6,17.2,22.1,3427.31135067586,5.78714105738755,0,0
244,5.5,24.5,11.5,3176.61931619567,1.20157894279985,0,0
356,21.9,91.1,27.6,1824.62970111738,2.27110592855493,0,0
141,15,28.2,11.7,1219.4100586071,0.358610819330592,0,0
710,13.6,90.1,6,4458.64610231926,6.58086529314012,0,0
599,11.1,-59,31.7,5000,2.45322759546629,0,0
612,23,-80.5,29.8,4231.38450907539,0.397468313506963,0,0
87,18.1,-17.5,33.4,425.63402573925,0.791071182089266,0,0
399,8.2,38.1,13,3376.26591326965,0.861662913930496,0,0
122,9.3,10.6,14.3,929.652402975968,4.90340094385332,0,0
624,12.5,-23.3,28,4902.70298242644,3.32478058444388,0,0
493,14.7,50.4,31.7,3001.64365149035,8.4387471215912,0,0
376,12.7,-107.2,15.9,1975.58043499992,2.41957749166388,0,0
27,1.3,-3.2,15,110.366526374693,1.0454290598569,0,0
861,10.5,-100.5,10.7,5000,0.0946328827767404,0,0
169,5,51.1,6.7,873.221841233834,15.2473921671398,0,0
691,10.9,-85,14,5000,5.05640181451132,0,0
776,22.9,-6.6,55.7,5000,1.62739133225501,0,0
174,7.8,24.5,11.5,1387.94374468151,2.14365079370488,0,0
59,8.2,45.6,12.1,277.57114936003,1.00687193138471,0,0
48,2,-53.2,16.4,211.322426987702,2.31170686770153,0,0
758,18.8,86.1,22.2,4684.77719143663,2.69784454730461,0,0
122,8.7,-3.2,14.9,974.684651363066,0.586001707290636,0,0
715,12.5,50.4,31.6,5000,3.86431011243632,0,0
770,22.5,-6.6,55.8,5000,0.896236763999465,0,0
695,17.1,-51.1,46.7,4841.99361077372,0.696314797531445,0,0
385,4.4,-48.3,8,3704.03131121958,1.96220241958346,0,0
123,4.8,45.6,12.1,721.440679988538,1.39156750941997,0,0
60,19.4,81.1,17.3,260.402390372936,2.81846709000329,0,0
603,15.5,-80.5,29.8,3741.95064722428,4.84529137346477,0,0
761,11.6,-71.3,19.5,5000,0.462961500633528,0,0
36,3.9,-35.2,14.2,142.021789279965,5.17701206761473,0,0
34,3.7,-28.2,11.6,139.743648461314,2.25375457875634,0,0
328,16.3,-89.2,20.1,1737.8830690733,2.04112359503663,0,0
547,13.4,-34.3,29.1,5000,1.27516016465031,0,0
164,16.3,-72.4,23.1,805.177073042218,2.12055837718169,0,0
320,5.2,-6,20.7,3042.01316745251,5.88457838642023,0,0
159,1.2,51.1,6.6,984.473476209275,1.57403166552706,0,0
75,6.4,18.2,33.4,357.93659466171,2.37582927178149,0,0
425,25.5,109.3,7.7,2510.01051219677,2.5194569159341,0,0
361,19.6,93,7.8,2189.5690572252,1.84429651954213,0,0
816,20.9,102.3,18.5,4876.42215513216,1.79389556520952,0,0
796,26.3,98,13,4915.95240123165,1.05743068940772,0,0
218,4.1,-35.2,14.1,1351.95106563506,1.31843245582933,0,0
234,13.6,-41.2,6.5,3049.03703195131,5.58787429240993,0,0
475,0.8,-95.5,1.5,3132.06002242192,0.670044352005737,0,0
86,10,37.6,6.7,451.589583477892,3.39855046240681,0,0
658,18.8,-82.2,34.4,3951.48568550784,0.997598016232162,0,0
98,24,86.2,25.7,448.672007595491,1.76196683683801,0,0
133,17.4,81.1,17.3,621.587264799497,6.62124596894734,0,0
413,14.5,-94.1,25.1,2407.92110263676,0.436832273213291,0,0
615,8.8,80.6,0,5000,0.744308787426966,0,0
173,10.2,-43.1,13.5,1301.44281311441,0.759148428228311,0,0
189,-2.6,-17.2,13.4,2060.34264318626,5.46745843706565,0,0
330,13.4,58.5,5,3118.12552195924,4.98053118051532,0,0
339,4.8,-60.4,0.4,3006.929695342,0.451058416122592,0,0
658,17.9,-43,38.8,5000,2.2774271329653,0,0
770,23.7,98,16.4,4723.63784569523,4.43084136223895,0,0
794,12.4,-89.2,20.1,5000,3.27670063985367,0,0
229,24.6,91.1,27.6,1130.67607884491,0.486205284203364,0,0
225,5.7,51.1,6.5,1359.84645883387,1.67757895524577,0,0
328,7.1,56.1,14.7,2508.23793346396,0.955206360261232,0,0
328,19,17.4,45,2253.66251336076,0.724516852461128,0,0
834,19.3,-6.4,61,5000,0.581962866364747,0,0
103,13,-29.1,18.9,556.591432344668,0.776079756469262,0,0
417,18.1,-63,37.8,2440.45450435678,3.14095168813199,0,0
320,0.5,-6.1,20.8,3420.23545937293,10.8054372659645,0,0
168,10.6,-49.6,23.1,866.220350800031,3.62408583522143,0,0
70,6.2,-49.5,23,334.268950205218,0.455635074703771,0,0
479,14.5,-118.2,7.4,2708.54952407873,2.99592415421034,0,0
214,8.3,18.2,33.1,1272.70848064206,0.812234478740694,0,0
737,12.2,-62.6,37.7,4509.56124085805,0.672572877023876,0,0
310,18.2,-7,55.9,1673.06401741159,0.556283092611072,0,0
156,9.8,35.1,29.2,895.006692158633,0.866405629879603,0,0
259,20,102.3,18.4,1263.1379957009,3.83185448707333,0,0
72,4.2,38.1,13.2,349.036376654994,2.62950664512165,0,0
645,16.7,-82.2,34.3,3720.83593131961,1.60870617721035,0,0
252,20.8,-31,52.9,1241.5271662417,3.26955946249998,0,0
759,10.2,-83.6,10.7,5000,0.105923939016762,0,0
710,15.4,46.3,53.1,4399.79951269581,0.0156001147210046,0,0
173,13.9,32.1,18,1186.00733617466,9.13400578527303,0,0
736,22.3,109.3,7.5,4794.24121577314,0.730398581776823,0,0
148,11.5,-72.5,23.3,722.284054954008,3.70254785688488,0,0
559,23.3,37.1,40.9,3767.82740384682,3.72036004752231,0,0
75,3.8,-63.3,15.4,353.926406971063,3.44248765969653,0,0
481,15.7,-68.3,43.2,2757.67408273277,1.63571981768781,0,0
142,8.1,-43.4,3.9,786.035532623646,8.54527576791111,0,0
142,5.1,9.1,20.6,800.096609278137,1.13027124884958,0,0
166,11.6,-96.1,25,818.182448388875,0.987688042231476,0,0
783,12.1,-100.6,10.9,5000,1.4455832901423,0,0
126,17.9,50.1,22.9,641.081630905794,3.2029064700166,0,0
291,6.7,80.4,0,1983.08767507034,8.00875592792796,0,0
324,6.8,42.2,21.8,2371.24584851424,0.104142712966468,0,0
407,14,17.4,45,2901.42157596824,1.4700718906917,0,0
393,7,68.5,6.5,3078.63365339439,6.47098173064869,0,0
71,2.9,-17.2,13.3,353.792605018761,2.59718908280845,0,0
393,19.1,-107.2,16,2082.73002358307,10.8919895935432,0,0
468,11.1,56.2,14.8,3704.53267562441,3.70662366081158,0,0
145,3.9,-14.3,15,1338.80232138849,0.111720098241325,0,0
669,13.7,34,37.9,4670.79608110294,0.0688884848893765,0,0
167,-2.5,-30.6,9.5,1541.03980087175,0.00961352252502164,0,0
79,1.4,38.1,13.2,394.08738382793,2.4406985542586,0,0
340,15,-105.4,16.1,1681.58548712629,4.56552939848915,0,0
834,22.3,63.4,47.1,4871.50313280193,1.65396858288788,0,0
296,9.9,-21.1,18.5,3349.44756012073,1.07292878145057,0,0
21,4,-41.2,6.4,75.519242969528,0.0506067000923304,0,0
248,19.2,18.1,33.2,1663.79794883139,7.17544628710935,0,0
761,20.1,64.3,45.6,4377.91168971336,4.42092227003228,0,0
460,1.7,-35.2,14.2,4621.92641220757,6.01103433968796,0,0
468,7,-100.6,10.9,2596.97635075941,11.3063690389364,0,0
383,25,37.1,40.8,2545.8810694306,2.1581664929063,0,0
721,15.7,78.1,15.2,5000,3.36976595010504,0,0
418,4.5,-78.1,0,3068.14410013445,5.46143581552701,0,0
580,9.2,-6.4,30.5,4408.57315724858,6.07399509485561,0,0
99,12.1,-24.4,40.1,477.770420999814,0.354819857592222,0,0
668,13.4,-46.3,45.4,4304.36643055148,0.0398585045164757,0,0
179,9.5,-43.4,3.9,1722.4901211131,0.126438509342418,0,0
377,16.7,-58.5,31.5,2338.69998044999,2.16515672189406,0,0
783,22.8,41.5,47,4655.76155127603,3.98054349399986,0,0
144,3,-43.4,3.9,1177.7136953237,7.15859050932521,0,0
535,18.6,-7,55.9,3220.73624723156,5.0346655454653,0,0
855,15.8,-96.1,25,5000,1.4875972139992,0,0
369,12.9,90.1,6,2327.49251347827,0.941974170912629,0,0
333,-3.8,-60.4,0.4,3165.367472663,0.873401627013599,0,0
614,18,73.4,31.3,3506.62397583671,8.2865604413372,0,0
130,13.7,-34.4,29.2,643.906115616552,4.55091630273036,0,0
244,5.5,24.5,11.5,3204.48427491376,0.425717836934797,0,0
124,8,-28.2,11.6,1006.08174051954,3.50599936644501,0,0
730,16.9,90.4,29.2,4041.99960246956,9.84576812466447,0,0
421,22.4,102.3,18.4,2237.34133787231,7.91294538512185,0,0
228,2.2,-14.2,15.1,2403.01201585699,9.7473381206568,0,0
734,22,40.3,50.2,4389.13658743012,4.93919508490681,0,0
170,13.6,0,16.2,1727.85595860132,0.321231145758947,0,0
287,9.7,-34.4,29.3,2163.18679539684,0.481701268904196,0,0
57,16.2,68.2,26,250.071876768903,2.70419108057652,0,0
124,14.7,32.1,18,712.103730353654,1.78446810947327,0,0
167,5.9,-41.2,6.3,1655.14072406281,7.17191924045403,0,0
29,9.4,-17.2,13.3,112.822200232597,0.825998154876812,0,0
162,12.6,-23.3,28.1,738.280098676127,11.6923308964256,0,0
238,3.8,24.1,17.9,1589.88341985525,9.750840438708,0,0
71,14.3,-107.2,15.9,265.3968732984,15.287767987011,0,0
318,16.1,91.1,27.6,1664.16957962886,0.0827193496626771,0,0
333,10.7,-49.4,22.9,2664.83649532755,1.20948194326602,0,0
196,11,37.6,6.7,2340.89099778033,0.320332282932538,0,0
744,25.9,90.5,29.3,4503.23157446393,0.941688123740903,0,0
34,15,35,29.1,131.930588412023,2.87418309121443,0,0
261,16.8,-6.4,61,1312.34102822054,0.507513339809004,0,0
249,7.8,45.6,12.1,2836.64925882318,0.641001747069331,0,0
675,10.7,-72.5,23.2,5000,0.0514862789627744,0,0
624,9.8,-42.3,35,4144.19203948502,8.30362785778413,0,0
90,2,28.1,11.6,495.610189987918,0.562361330191425,0,0
149,9.3,35.1,29.2,792.011181417668,4.64187798076054,0,0
30,5.3,-14.2,15.1,121.218125888921,0.590731414763975,0,0
783,17,86.3,22.3,5000,1.8576455304096,0,0
339,11.8,-53.2,16.6,2389.75154604802,4.58002671632834,0,0
430,28.7,-6.6,55.8,2649.45538041729,0.529473624294075,0,0
740,20.2,64.3,45.5,4428.91330687146,1.81327408817158,0,0
525,14.9,-51,46.7,3058.10205519001,3.64563101496614,0,0
617,7.3,-112.3,2,3884.46375636379,0.432380260634579,0,0
357,13,93.1,8.1,2198.4267042138,8.11296066063729,0,0
412,0.9,51.1,6.6,3464.32618593245,6.4478731412434,0,0
648,25.9,40.3,50.3,4439.55418637432,1.05187502202811,0,0
35,8.7,-17.2,13.3,147.647270304124,0.56298183097175,0,0
468,12.5,-17.5,33.5,3829.39536433289,1.43182976811459,0,0
468,15,68.3,26.2,3466.73537022595,0.330377922861416,0,0
